inning,half,outs,base,scoreDiffHome,weHome
5,bottom,0,6,-4,0.1311
5,bottom,0,6,-3,0.1981
5,bottom,0,6,-2,0.288
5,bottom,0,6,-1,0.3984
5,bottom,0,6,0,0.5202
5,bottom,0,6,1,0.6397
5,bottom,0,6,2,0.744
5,bottom,0,6,3,0.8264
5,bottom,0,6,4,0.8863
5,bottom,0,6,5,0.9273
5,bottom,0,6,6,0.9543
5,bottom,0,6,7,0.9716
5,bottom,0,6,8,0.9825
5,bottom,0,6,9,0.9892
5,bottom,0,6,10,0.9934
5,bottom,0,7,-10,0.0079
5,bottom,0,7,-9,0.0128
5,bottom,0,7,-8,0.0208
5,bottom,0,7,-7,0.0337
5,bottom,0,7,-6,0.054
5,bottom,0,7,-5,0.0854
5,bottom,0,7,-4,0.1326
5,bottom,0,7,-3,0.2002
5,bottom,0,7,-2,0.2907
5,bottom,0,7,-1,0.4016
5,bottom,0,7,0,0.5235
5,bottom,0,7,1,0.6427
5,bottom,0,7,2,0.7465
5,bottom,0,7,3,0.8282
5,bottom,0,7,4,0.8876
5,bottom,0,7,5,0.9282
5,bottom,0,7,6,0.9549
5,bottom,0,7,7,0.9719
5,bottom,0,7,8,0.9827
5,bottom,0,7,9,0.9893
5,bottom,0,7,10,0.9935
5,bottom,1,0,-10,0.0071
5,bottom,1,0,-9,0.0116
5,bottom,1,0,-8,0.0189
5,bottom,1,0,-7,0.0306
5,bottom,1,0,-6,0.0491
5,bottom,1,0,-5,0.0779
5,bottom,1,0,-4,0.1215
5,bottom,1,0,-3,0.1847
5,bottom,1,0,-2,0.2705
5,bottom,1,0,-1,0.3778
5,bottom,1,0,0,0.4985
5,bottom,1,0,1,0.6194
5,bottom,1,0,2,0.7271
5,bottom,1,0,3,0.8135
5,bottom,1,0,4,0.8772
5,bottom,1,0,5,0.9212
5,bottom,1,0,6,0.9504
5,bottom,1,0,7,0.9691
5,bottom,1,0,8,0.9809
5,bottom,1,0,9,0.9882
5,bottom,1,0,10,0.9928
5,bottom,1,1,-10,0.0072
5,bottom,1,1,-9,0.0118
5,bottom,1,1,-8,0.0191
5,bottom,1,1,-7,0.0309
5,bottom,1,1,-6,0.0497
5,bottom,1,1,-5,0.0789
5,bottom,1,1,-4,0.1229
5,bottom,1,1,-3,0.1866
5,bottom,1,1,-2,0.2731
5,bottom,1,1,-1,0.3808
5,bottom,1,1,0,0.5017
5,bottom,1,1,1,0.6225
5,bottom,1,1,2,0.7297
5,bottom,1,1,3,0.8155
5,bottom,1,1,4,0.8786
5,bottom,1,1,5,0.9222
5,bottom,1,1,6,0.951
5,bottom,1,1,7,0.9695
5,bottom,1,1,8,0.9811
5,bottom,1,1,9,0.9884
5,bottom,1,1,10,0.9929
5,bottom,1,2,-10,0.0073
5,bottom,1,2,-9,0.012
5,bottom,1,2,-8,0.0194
5,bottom,1,2,-7,0.0314
5,bottom,1,2,-6,0.0504
5,bottom,1,2,-5,0.08
5,bottom,1,2,-4,0.1246
5,bottom,1,2,-3,0.1889
5,bottom,1,2,-2,0.2761
5,bottom,1,2,-1,0.3844
5,bottom,1,2,0,0.5055
5,bottom,1,2,1,0.626
5,bottom,1,2,2,0.7326
5,bottom,1,2,3,0.8177
5,bottom,1,2,4,0.8802
5,bottom,1,2,5,0.9232
5,bottom,1,2,6,0.9517
5,bottom,1,2,7,0.9699
5,bottom,1,2,8,0.9814
5,bottom,1,2,9,0.9886
5,bottom,1,2,10,0.993
5,bottom,1,3,-10,0.0074
5,bottom,1,3,-9,0.0121
5,bottom,1,3,-8,0.0197
5,bottom,1,3,-7,0.0318
5,bottom,1,3,-6,0.051
5,bottom,1,3,-5,0.0809
5,bottom,1,3,-4,0.126
5,bottom,1,3,-3,0.1909
5,bottom,1,3,-2,0.2787
5,bottom,1,3,-1,0.3875
5,bottom,1,3,0,0.5087
5,bottom,1,3,1,0.629
5,bottom,1,3,2,0.7352
5,bottom,1,3,3,0.8197
5,bottom,1,3,4,0.8815
5,bottom,1,3,5,0.9241
5,bottom,1,3,6,0.9523
5,bottom,1,3,7,0.9703
5,bottom,1,3,8,0.9816
5,bottom,1,3,9,0.9887
5,bottom,1,3,10,0.9931
5,bottom,1,4,-10,0.0074
5,bottom,1,4,-9,0.0121
5,bottom,1,4,-8,0.0197
5,bottom,1,4,-7,0.0318
5,bottom,1,4,-6,0.051
5,bottom,1,4,-5,0.0809
5,bottom,1,4,-4,0.126
5,bottom,1,4,-3,0.1909
5,bottom,1,4,-2,0.2787
5,bottom,1,4,-1,0.3875
5,bottom,1,4,0,0.5087
5,bottom,1,4,1,0.629
5,bottom,1,4,2,0.7352
5,bottom,1,4,3,0.8197
5,bottom,1,4,4,0.8815
5,bottom,1,4,5,0.9241
5,bottom,1,4,6,0.9523
5,bottom,1,4,7,0.9703
5,bottom,1,4,8,0.9816
5,bottom,1,4,9,0.9887
5,bottom,1,4,10,0.9931
5,bottom,1,5,-10,0.0075
5,bottom,1,5,-9,0.0123
5,bottom,1,5,-8,0.0199
5,bottom,1,5,-7,0.0322
5,bottom,1,5,-6,0.0517
5,bottom,1,5,-5,0.0819
5,bottom,1,5,-4,0.1274
5,bottom,1,5,-3,0.1929
5,bottom,1,5,-2,0.2813
5,bottom,1,5,-1,0.3906
5,bottom,1,5,0,0.512
5,bottom,1,5,1,0.632
5,bottom,1,5,2,0.7377
5,bottom,1,5,3,0.8216
5,bottom,1,5,4,0.8829
5,bottom,1,5,5,0.925
5,bottom,1,5,6,0.9528
5,bottom,1,5,7,0.9707
5,bottom,1,5,8,0.9819
5,bottom,1,5,9,0.9888
5,bottom,1,5,10,0.9932
5,bottom,1,6,-10,0.0076
5,bottom,1,6,-9,0.0124
5,bottom,1,6,-8,0.0202
5,bottom,1,6,-7,0.0327
5,bottom,1,6,-6,0.0524
5,bottom,1,6,-5,0.083
5,bottom,1,6,-4,0.1291
5,bottom,1,6,-3,0.1953
5,bottom,1,6,-2,0.2843
5,bottom,1,6,-1,0.3941
5,bottom,1,6,0,0.5157
5,bottom,1,6,1,0.6355
5,bottom,1,6,2,0.7406
5,bottom,1,6,3,0.8238
5,bottom,1,6,4,0.8844
5,bottom,1,6,5,0.9261
5,bottom,1,6,6,0.9535
5,bottom,1,6,7,0.9711
5,bottom,1,6,8,0.9821
5,bottom,1,6,9,0.989
5,bottom,1,6,10,0.9933
5,bottom,1,7,-10,0.0077
5,bottom,1,7,-9,0.0126
5,bottom,1,7,-8,0.0205
5,bottom,1,7,-7,0.0331
5,bottom,1,7,-6,0.0531
5,bottom,1,7,-5,0.084
5,bottom,1,7,-4,0.1306
5,bottom,1,7,-3,0.1973
5,bottom,1,7,-2,0.287
5,bottom,1,7,-1,0.3972
5,bottom,1,7,0,0.519
5,bottom,1,7,1,0.6385
5,bottom,1,7,2,0.7431
5,bottom,1,7,3,0.8256
5,bottom,1,7,4,0.8857
5,bottom,1,7,5,0.927
5,bottom,1,7,6,0.9541
5,bottom,1,7,7,0.9714
5,bottom,1,7,8,0.9824
5,bottom,1,7,9,0.9892
5,bottom,1,7,10,0.9933
5,bottom,2,0,-10,0.007
5,bottom,2,0,-9,0.0114
5,bottom,2,0,-8,0.0186
5,bottom,2,0,-7,0.03
5,bottom,2,0,-6,0.0482
5,bottom,2,0,-5,0.0766
5,bottom,2,0,-4,0.1196
5,bottom,2,0,-3,0.182
5,bottom,2,0,-2,0.267
5,bottom,2,0,-1,0.3736
5,bottom,2,0,0,0.494
5,bottom,2,0,1,0.6151
5,bottom,2,0,2,0.7235
5,bottom,2,0,3,0.8108
5,bottom,2,0,4,0.8752
5,bottom,2,0,5,0.9199
5,bottom,2,0,6,0.9495
5,bottom,2,0,7,0.9685
5,bottom,2,0,8,0.9805
5,bottom,2,0,9,0.988
5,bottom,2,0,10,0.9927
5,bottom,2,1,-10,0.0071
5,bottom,2,1,-9,0.0116
5,bottom,2,1,-8,0.0188
5,bottom,2,1,-7,0.0304
5,bottom,2,1,-6,0.0488
5,bottom,2,1,-5,0.0776
5,bottom,2,1,-4,0.121
5,bottom,2,1,-3,0.1839
5,bottom,2,1,-2,0.2695
5,bottom,2,1,-1,0.3766
5,bottom,2,1,0,0.4973
5,bottom,2,1,1,0.6182
5,bottom,2,1,2,0.7261
5,bottom,2,1,3,0.8128
5,bottom,2,1,4,0.8766
5,bottom,2,1,5,0.9209
5,bottom,2,1,6,0.9501
5,bottom,2,1,7,0.9689
5,bottom,2,1,8,0.9808
5,bottom,2,1,9,0.9882
5,bottom,2,1,10,0.9927
5,bottom,2,2,-10,0.0072
5,bottom,2,2,-9,0.0117
5,bottom,2,2,-8,0.0191
5,bottom,2,2,-7,0.0309
5,bottom,2,2,-6,0.0495
5,bottom,2,2,-5,0.0786
5,bottom,2,2,-4,0.1226
5,bottom,2,2,-3,0.1862
5,bottom,2,2,-2,0.2725
5,bottom,2,2,-1,0.3801
5,bottom,2,2,0,0.501
5,bottom,2,2,1,0.6218
5,bottom,2,2,2,0.7291
5,bottom,2,2,3,0.815
5,bottom,2,2,4,0.8783
5,bottom,2,2,5,0.9219
5,bottom,2,2,6,0.9508
5,bottom,2,2,7,0.9694
5,bottom,2,2,8,0.9811
5,bottom,2,2,9,0.9884
5,bottom,2,2,10,0.9929
5,bottom,2,3,-10,0.0073
5,bottom,2,3,-9,0.0119
5,bottom,2,3,-8,0.0193
5,bottom,2,3,-7,0.0312
5,bottom,2,3,-6,0.0502
5,bottom,2,3,-5,0.0796
5,bottom,2,3,-4,0.124
5,bottom,2,3,-3,0.1882
5,bottom,2,3,-2,0.2751
5,bottom,2,3,-1,0.3832
5,bottom,2,3,0,0.5042
5,bottom,2,3,1,0.6248
5,bottom,2,3,2,0.7316
5,bottom,2,3,3,0.817
5,bottom,2,3,4,0.8796
5,bottom,2,3,5,0.9229
5,bottom,2,3,6,0.9514
5,bottom,2,3,7,0.9698
5,bottom,2,3,8,0.9813
5,bottom,2,3,9,0.9885
5,bottom,2,3,10,0.9929
5,bottom,2,4,-10,0.0073
5,bottom,2,4,-9,0.0119
5,bottom,2,4,-8,0.0193
5,bottom,2,4,-7,0.0312
5,bottom,2,4,-6,0.0502
5,bottom,2,4,-5,0.0796
5,bottom,2,4,-4,0.124
5,bottom,2,4,-3,0.1882
5,bottom,2,4,-2,0.2751
5,bottom,2,4,-1,0.3832
5,bottom,2,4,0,0.5042
5,bottom,2,4,1,0.6248
5,bottom,2,4,2,0.7316
5,bottom,2,4,3,0.817
5,bottom,2,4,4,0.8796
5,bottom,2,4,5,0.9229
5,bottom,2,4,6,0.9514
5,bottom,2,4,7,0.9698
5,bottom,2,4,8,0.9813
5,bottom,2,4,9,0.9885
5,bottom,2,4,10,0.9929
5,bottom,2,5,-10,0.0074
5,bottom,2,5,-9,0.012
5,bottom,2,5,-8,0.0196
5,bottom,2,5,-7,0.0316
5,bottom,2,5,-6,0.0508
5,bottom,2,5,-5,0.0805
5,bottom,2,5,-4,0.1254
5,bottom,2,5,-3,0.1902
5,bottom,2,5,-2,0.2777
5,bottom,2,5,-1,0.3863
5,bottom,2,5,0,0.5075
5,bottom,2,5,1,0.6278
5,bottom,2,5,2,0.7342
5,bottom,2,5,3,0.8189
5,bottom,2,5,4,0.881
5,bottom,2,5,5,0.9238
5,bottom,2,5,6,0.952
5,bottom,2,5,7,0.9701
5,bottom,2,5,8,0.9815
5,bottom,2,5,9,0.9886
5,bottom,2,5,10,0.993
5,bottom,2,6,-10,0.0075
5,bottom,2,6,-9,0.0122
5,bottom,2,6,-8,0.0199
5,bottom,2,6,-7,0.0321
5,bottom,2,6,-6,0.0515
5,bottom,2,6,-5,0.0817
5,bottom,2,6,-4,0.1271
5,bottom,2,6,-3,0.1925
5,bottom,2,6,-2,0.2807
5,bottom,2,6,-1,0.3898
5,bottom,2,6,0,0.5112
5,bottom,2,6,1,0.6313
5,bottom,2,6,2,0.7371
5,bottom,2,6,3,0.8211
5,bottom,2,6,4,0.8826
5,bottom,2,6,5,0.9248
5,bottom,2,6,6,0.9527
5,bottom,2,6,7,0.9706
5,bottom,2,6,8,0.9818
5,bottom,2,6,9,0.9888
5,bottom,2,6,10,0.9931
5,bottom,2,7,-10,0.0076
5,bottom,2,7,-9,0.0124
5,bottom,2,7,-8,0.0201
5,bottom,2,7,-7,0.0325
5,bottom,2,7,-6,0.0522
5,bottom,2,7,-5,0.0826
5,bottom,2,7,-4,0.1285
5,bottom,2,7,-3,0.1945
5,bottom,2,7,-2,0.2833
5,bottom,2,7,-1,0.3929
5,bottom,2,7,0,0.5145
5,bottom,2,7,1,0.6344
5,bottom,2,7,2,0.7396
5,bottom,2,7,3,0.823
5,bottom,2,7,4,0.8839
5,bottom,2,7,5,0.9257
5,bottom,2,7,6,0.9533
5,bottom,2,7,7,0.9709
5,bottom,2,7,8,0.982
5,bottom,2,7,9,0.989
5,bottom,2,7,10,0.9932
6,top,0,0,-10,0.005
6,top,0,0,-9,0.0073
6,top,0,0,-8,0.0126
6,top,0,0,-7,0.0215
6,top,0,0,-6,0.0365
6,top,0,0,-5,0.0612
6,top,0,0,-4,0.1009
6,top,0,0,-3,0.162
6,top,0,0,-2,0.2498
6,top,0,0,-1,0.3645
6,top,0,0,0,0.497
6,top,0,0,1,0.6299
6,top,0,0,2,0.7456
6,top,0,0,3,0.8347
6,top,0,0,4,0.8969
6,top,0,0,5,0.9374
6,top,0,0,6,0.9627
6,top,0,0,7,0.978
6,top,0,0,8,0.9871
6,top,0,0,9,0.9925
6,top,0,0,10,0.995
6,top,0,1,-10,0.005
6,top,0,1,-9,0.0074
6,top,0,1,-8,0.0128
6,top,0,1,-7,0.0218
6,top,0,1,-6,0.0369
6,top,0,1,-5,0.0619
6,top,0,1,-4,0.1021
6,top,0,1,-3,0.1638
6,top,0,1,-2,0.2523
6,top,0,1,-1,0.3675
6,top,0,1,0,0.5002
6,top,0,1,1,0.6329
6,top,0,1,2,0.7481
6,top,0,1,3,0.8365
6,top,0,1,4,0.8981
6,top,0,1,5,0.9382
6,top,0,1,6,0.9632
6,top,0,1,7,0.9783
6,top,0,1,8,0.9873
6,top,0,1,9,0.9926
6,top,0,1,10,0.995
6,top,0,2,-10,0.005
6,top,0,2,-9,0.0076
6,top,0,2,-8,0.0129
6,top,0,2,-7,0.0221
6,top,0,2,-6,0.0375
6,top,0,2,-5,0.0628
6,top,0,2,-4,0.1035
6,top,0,2,-3,0.1659
6,top,0,2,-2,0.2551
6,top,0,2,-1,0.371
6,top,0,2,0,0.504
6,top,0,2,1,0.6364
6,top,0,2,2,0.7509
6,top,0,2,3,0.8385
6,top,0,2,4,0.8994
6,top,0,2,5,0.939
6,top,0,2,6,0.9637
6,top,0,2,7,0.9786
6,top,0,2,8,0.9875
6,top,0,2,9,0.9927
6,top,0,2,10,0.995
6,top,0,3,-10,0.005
6,top,0,3,-9,0.0077
6,top,0,3,-8,0.0131
6,top,0,3,-7,0.0224
6,top,0,3,-6,0.0379
6,top,0,3,-5,0.0636
6,top,0,3,-4,0.1047
6,top,0,3,-3,0.1677
6,top,0,3,-2,0.2576
6,top,0,3,-1,0.3741
6,top,0,3,0,0.5072
6,top,0,3,1,0.6394
6,top,0,3,2,0.7533
6,top,0,3,3,0.8403
6,top,0,3,4,0.9006
6,top,0,3,5,0.9398
6,top,0,3,6,0.9641
6,top,0,3,7,0.9789
6,top,0,3,8,0.9876
6,top,0,3,9,0.9928
6,top,0,3,10,0.995
6,top,0,4,-10,0.005
6,top,0,4,-9,0.0077
6,top,0,4,-8,0.0131
6,top,0,4,-7,0.0224
6,top,0,4,-6,0.0379
6,top,0,4,-5,0.0636
6,top,0,4,-4,0.1047
6,top,0,4,-3,0.1677
6,top,0,4,-2,0.2576
6,top,0,4,-1,0.3741
6,top,0,4,0,0.5072
6,top,0,4,1,0.6394
6,top,0,4,2,0.7533
6,top,0,4,3,0.8403
6,top,0,4,4,0.9006
6,top,0,4,5,0.9398
6,top,0,4,6,0.9641
6,top,0,4,7,0.9789
6,top,0,4,8,0.9876
6,top,0,4,9,0.9928
6,top,0,4,10,0.995
6,top,0,5,-10,0.005
6,top,0,5,-9,0.0078
6,top,0,5,-8,0.0133
6,top,0,5,-7,0.0227
6,top,0,5,-6,0.0384
6,top,0,5,-5,0.0644
6,top,0,5,-4,0.1059
6,top,0,5,-3,0.1695
6,top,0,5,-2,0.2601
6,top,0,5,-1,0.3771
6,top,0,5,0,0.5105
6,top,0,5,1,0.6424
6,top,0,5,2,0.7557
6,top,0,5,3,0.842
6,top,0,5,4,0.9018
6,top,0,5,5,0.9405
6,top,0,5,6,0.9646
6,top,0,5,7,0.9791
6,top,0,5,8,0.9878
6,top,0,5,9,0.9929
6,top,0,5,10,0.995
6,top,0,6,-10,0.005
6,top,0,6,-9,0.0079
6,top,0,6,-8,0.0135
6,top,0,6,-7,0.023
6,top,0,6,-6,0.039
6,top,0,6,-5,0.0653
6,top,0,6,-4,0.1074
6,top,0,6,-3,0.1716
6,top,0,6,-2,0.263
6,top,0,6,-1,0.3807
6,top,0,6,0,0.5142
6,top,0,6,1,0.6458
6,top,0,6,2,0.7585
6,top,0,6,3,0.844
6,top,0,6,4,0.9031
6,top,0,6,5,0.9414
6,top,0,6,6,0.9651
6,top,0,6,7,0.9794
6,top,0,6,8,0.988
6,top,0,6,9,0.993
6,top,0,6,10,0.995
6,top,0,7,-10,0.005
6,top,0,7,-9,0.008
6,top,0,7,-8,0.0137
6,top,0,7,-7,0.0233
6,top,0,7,-6,0.0394
6,top,0,7,-5,0.0661
6,top,0,7,-4,0.1086
6,top,0,7,-3,0.1735
6,top,0,7,-2,0.2655
6,top,0,7,-1,0.3837
6,top,0,7,0,0.5175
6,top,0,7,1,0.6488
6,top,0,7,2,0.7609
6,top,0,7,3,0.8457
6,top,0,7,4,0.9042
6,top,0,7,5,0.9421
6,top,0,7,6,0.9655
6,top,0,7,7,0.9797
6,top,0,7,8,0.9881
6,top,0,7,9,0.9931
6,top,0,7,10,0.995
6,top,1,0,-10,0.005
6,top,1,0,-9,0.0072
6,top,1,0,-8,0.0124
6,top,1,0,-7,0.0211
6,top,1,0,-6,0.0358
6,top,1,0,-5,0.0602
6,top,1,0,-4,0.0993
6,top,1,0,-3,0.1596
6,top,1,0,-2,0.2465
6,top,1,0,-1,0.3604
6,top,1,0,0,0.4925
6,top,1,0,1,0.6257
6,top,1,0,2,0.7422
6,top,1,0,3,0.8322
6,top,1,0,4,0.8952
6,top,1,0,5,0.9364
6,top,1,0,6,0.962
6,top,1,0,7,0.9776
6,top,1,0,8,0.9869
6,top,1,0,9,0.9923
6,top,1,0,10,0.995
6,top,1,1,-10,0.005
6,top,1,1,-9,0.0073
6,top,1,1,-8,0.0125
6,top,1,1,-7,0.0214
6,top,1,1,-6,0.0363
6,top,1,1,-5,0.0609
6,top,1,1,-4,0.1005
6,top,1,1,-3,0.1613
6,top,1,1,-2,0.2489
6,top,1,1,-1,0.3634
6,top,1,1,0,0.4958
6,top,1,1,1,0.6287
6,top,1,1,2,0.7447
6,top,1,1,3,0.834
6,top,1,1,4,0.8964
6,top,1,1,5,0.9371
6,top,1,1,6,0.9625
6,top,1,1,7,0.9779
6,top,1,1,8,0.987
6,top,1,1,9,0.9924
6,top,1,1,10,0.995
6,top,1,2,-10,0.005
6,top,1,2,-9,0.0074
6,top,1,2,-8,0.0127
6,top,1,2,-7,0.0217
6,top,1,2,-6,0.0368
6,top,1,2,-5,0.0618
6,top,1,2,-4,0.1018
6,top,1,2,-3,0.1634
6,top,1,2,-2,0.2517
6,top,1,2,-1,0.3669
6,top,1,2,0,0.4995
6,top,1,2,1,0.6322
6,top,1,2,2,0.7475
6,top,1,2,3,0.8361
6,top,1,2,4,0.8978
6,top,1,2,5,0.938
6,top,1,2,6,0.963
6,top,1,2,7,0.9782
6,top,1,2,8,0.9872
6,top,1,2,9,0.9925
6,top,1,2,10,0.995
6,top,1,3,-10,0.005
6,top,1,3,-9,0.0075
6,top,1,3,-8,0.0129
6,top,1,3,-7,0.022
6,top,1,3,-6,0.0373
6,top,1,3,-5,0.0625
6,top,1,3,-4,0.103
6,top,1,3,-3,0.1652
6,top,1,3,-2,0.2542
6,top,1,3,-1,0.3699
6,top,1,3,0,0.5027
6,top,1,3,1,0.6352
6,top,1,3,2,0.75
6,top,1,3,3,0.8378
6,top,1,3,4,0.899
6,top,1,3,5,0.9388
6,top,1,3,6,0.9635
6,top,1,3,7,0.9785
6,top,1,3,8,0.9874
6,top,1,3,9,0.9926
6,top,1,3,10,0.995
6,top,1,4,-10,0.005
6,top,1,4,-9,0.0075
6,top,1,4,-8,0.0129
6,top,1,4,-7,0.022
6,top,1,4,-6,0.0373
6,top,1,4,-5,0.0625
6,top,1,4,-4,0.103
6,top,1,4,-3,0.1652
6,top,1,4,-2,0.2542
6,top,1,4,-1,0.3699
6,top,1,4,0,0.5027
6,top,1,4,1,0.6352
6,top,1,4,2,0.75
6,top,1,4,3,0.8378
6,top,1,4,4,0.899
6,top,1,4,5,0.9388
6,top,1,4,6,0.9635
6,top,1,4,7,0.9785
6,top,1,4,8,0.9874
6,top,1,4,9,0.9926
6,top,1,4,10,0.995
6,top,1,5,-10,0.005
6,top,1,5,-9,0.0076
6,top,1,5,-8,0.013
6,top,1,5,-7,0.0223
6,top,1,5,-6,0.0377
6,top,1,5,-5,0.0633
6,top,1,5,-4,0.1042
6,top,1,5,-3,0.167
6,top,1,5,-2,0.2566
6,top,1,5,-1,0.3729
6,top,1,5,0,0.506
6,top,1,5,1,0.6382
6,top,1,5,2,0.7524
6,top,1,5,3,0.8396
6,top,1,5,4,0.9002
6,top,1,5,5,0.9395
6,top,1,5,6,0.964
6,top,1,5,7,0.9788
6,top,1,5,8,0.9876
6,top,1,5,9,0.9927
6,top,1,5,10,0.995
6,top,1,6,-10,0.005
6,top,1,6,-9,0.0077
6,top,1,6,-8,0.0132
6,top,1,6,-7,0.0226
6,top,1,6,-6,0.0383
6,top,1,6,-5,0.0642
6,top,1,6,-4,0.1056
6,top,1,6,-3,0.1691
6,top,1,6,-2,0.2595
6,top,1,6,-1,0.3764
6,top,1,6,0,0.5097
6,top,1,6,1,0.6417
6,top,1,6,2,0.7552
6,top,1,6,3,0.8416
6,top,1,6,4,0.9015
6,top,1,6,5,0.9403
6,top,1,6,6,0.9645
6,top,1,6,7,0.9791
6,top,1,6,8,0.9877
6,top,1,6,9,0.9928
6,top,1,6,10,0.995
6,top,1,7,-10,0.005
6,top,1,7,-9,0.0078
6,top,1,7,-8,0.0134
6,top,1,7,-7,0.0229
6,top,1,7,-6,0.0388
6,top,1,7,-5,0.065
6,top,1,7,-4,0.1069
6,top,1,7,-3,0.1709
6,top,1,7,-2,0.262
6,top,1,7,-1,0.3795
6,top,1,7,0,0.513
6,top,1,7,1,0.6447
6,top,1,7,2,0.7576
6,top,1,7,3,0.8433
6,top,1,7,4,0.9026
6,top,1,7,5,0.9411
6,top,1,7,6,0.9649
6,top,1,7,7,0.9793
6,top,1,7,8,0.9879
6,top,1,7,9,0.9929
6,top,1,7,10,0.995
6,top,2,0,-10,0.005
6,top,2,0,-9,0.0071
6,top,2,0,-8,0.0122
6,top,2,0,-7,0.0207
6,top,2,0,-6,0.0352
6,top,2,0,-5,0.0591
6,top,2,0,-4,0.0977
6,top,2,0,-3,0.1572
6,top,2,0,-2,0.2431
6,top,2,0,-1,0.3562
6,top,2,0,0,0.488
6,top,2,0,1,0.6215
6,top,2,0,2,0.7388
6,top,2,0,3,0.8297
6,top,2,0,4,0.8935
6,top,2,0,5,0.9353
6,top,2,0,6,0.9614
6,top,2,0,7,0.9772
6,top,2,0,8,0.9866
6,top,2,0,9,0.9922
6,top,2,0,10,0.995
6,top,2,1,-10,0.005
6,top,2,1,-9,0.0072
6,top,2,1,-8,0.0123
6,top,2,1,-7,0.021
6,top,2,1,-6,0.0357
6,top,2,1,-5,0.0599
6,top,2,1,-4,0.0989
6,top,2,1,-3,0.1589
6,top,2,1,-2,0.2455
6,top,2,1,-1,0.3592
6,top,2,1,0,0.4913
6,top,2,1,1,0.6245
6,top,2,1,2,0.7413
6,top,2,1,3,0.8315
6,top,2,1,4,0.8947
6,top,2,1,5,0.9361
6,top,2,1,6,0.9619
6,top,2,1,7,0.9775
6,top,2,1,8,0.9868
6,top,2,1,9,0.9923
6,top,2,1,10,0.995
6,top,2,2,-10,0.005
6,top,2,2,-9,0.0073
6,top,2,2,-8,0.0125
6,top,2,2,-7,0.0213
6,top,2,2,-6,0.0362
6,top,2,2,-5,0.0607
6,top,2,2,-4,0.1002
6,top,2,2,-3,0.1609
6,top,2,2,-2,0.2483
6,top,2,2,-1,0.3627
6,top,2,2,0,0.495
6,top,2,2,1,0.628
6,top,2,2,2,0.7441
6,top,2,2,3,0.8336
6,top,2,2,4,0.8961
6,top,2,2,5,0.937
6,top,2,2,6,0.9624
6,top,2,2,7,0.9778
6,top,2,2,8,0.987
6,top,2,2,9,0.9924
6,top,2,2,10,0.995
6,top,2,3,-10,0.005
6,top,2,3,-9,0.0074
6,top,2,3,-8,0.0127
6,top,2,3,-7,0.0216
6,top,2,3,-6,0.0366
6,top,2,3,-5,0.0615
6,top,2,3,-4,0.1014
6,top,2,3,-3,0.1627
6,top,2,3,-2,0.2508
6,top,2,3,-1,0.3657
6,top,2,3,0,0.4983
6,top,2,3,1,0.6311
6,top,2,3,2,0.7466
6,top,2,3,3,0.8354
6,top,2,3,4,0.8973
6,top,2,3,5,0.9377
6,top,2,3,6,0.9629
6,top,2,3,7,0.9781
6,top,2,3,8,0.9872
6,top,2,3,9,0.9925
6,top,2,3,10,0.995
6,top,2,4,-10,0.005
6,top,2,4,-9,0.0074
6,top,2,4,-8,0.0127
6,top,2,4,-7,0.0216
6,top,2,4,-6,0.0366
6,top,2,4,-5,0.0615
6,top,2,4,-4,0.1014
6,top,2,4,-3,0.1627
6,top,2,4,-2,0.2508
6,top,2,4,-1,0.3657
6,top,2,4,0,0.4983
6,top,2,4,1,0.6311
6,top,2,4,2,0.7466
6,top,2,4,3,0.8354
6,top,2,4,4,0.8973
6,top,2,4,5,0.9377
6,top,2,4,6,0.9629
6,top,2,4,7,0.9781
6,top,2,4,8,0.9872
6,top,2,4,9,0.9925
6,top,2,4,10,0.995
6,top,2,5,-10,0.005
6,top,2,5,-9,0.0075
6,top,2,5,-8,0.0128
6,top,2,5,-7,0.0219
6,top,2,5,-6,0.0371
6,top,2,5,-5,0.0622
6,top,2,5,-4,0.1026
6,top,2,5,-3,0.1645
6,top,2,5,-2,0.2532
6,top,2,5,-1,0.3687
6,top,2,5,0,0.5015
6,top,2,5,1,0.6341
6,top,2,5,2,0.749
6,top,2,5,3,0.8372
6,top,2,5,4,0.8985
6,top,2,5,5,0.9385
6,top,2,5,6,0.9633
6,top,2,5,7,0.9784
6,top,2,5,8,0.9873
6,top,2,5,9,0.9926
6,top,2,5,10,0.995
6,top,2,6,-10,0.005
6,top,2,6,-9,0.0076
6,top,2,6,-8,0.013
6,top,2,6,-7,0.0222
6,top,2,6,-6,0.0376
6,top,2,6,-5,0.0631
6,top,2,6,-4,0.104
6,top,2,6,-3,0.1666
6,top,2,6,-2,0.2561
6,top,2,6,-1,0.3722
6,top,2,6,0,0.5052
6,top,2,6,1,0.6376
6,top,2,6,2,0.7518
6,top,2,6,3,0.8392
6,top,2,6,4,0.8999
6,top,2,6,5,0.9393
6,top,2,6,6,0.9639
6,top,2,6,7,0.9787
6,top,2,6,8,0.9875
6,top,2,6,9,0.9927
6,top,2,6,10,0.995
6,top,2,7,-10,0.005
6,top,2,7,-9,0.0077
6,top,2,7,-8,0.0132
6,top,2,7,-7,0.0225
6,top,2,7,-6,0.0381
6,top,2,7,-5,0.0639
6,top,2,7,-4,0.1052
6,top,2,7,-3,0.1684
